"";"ProbeNr";"Datum der Entnahme";"Uhrzeit der Entnahme";"Probe Valide";"Kläranlagen-ID";"Name der Kläranlage";"Probenbegleitschein vollständig";"Genkopien im Durchschnitt (Gq/ml)";"Genkopien N1/ml";"Genkopien N2/ml";"Anteil Genkopien Durchschnitt zu PMMoV x100.000";"Probennahme (Anfangs )Zeit";"Probennahme (End )Zeit";"Probennahmeart";"Probenvolumen (ml)";"Gesamt-Volumen (Liter) der Mischprobe vor Abfüllung (geschätzt)";"Temperatur des Rohabwassers (Grad Celsius)";"Leitfähigkeit des Rohabwassers (uS/cm)";"pH-Wert des Rohabwassers";"NH4-Konzentration";"Volumenstrom (m3/d)";"Niederschläge am Vortag der Probenentnahme (mm)";"Niederschläge am Probenentnahmetag (mm)";"Lufttemperatur am Probenentnahmetag (Grad Celsius)";"Chemischer Sauerstoffbedarf CSB (mg/l)";"Total Organic Carbon TOC (mg/l)"
"463";32110;2023-01-23;" 00:00:00";" ja";22431;" Koblenz";" ja";" 272";" 151";" 393";" 280";2023-01-23 00:00:00;2023-01-23 23:59:00;" MP";" 1000";" 5";" 13.1";" 1500";" 7.8";" 39.4";" 27312";" 0";" 0";" 3.3";" 1346";" 250"
"464";32112;2023-01-24;" 08:20:00";" ja";22439;" Mainz";" ja";" 442.5";" 324";" 561";" 213";2023-01-23 00:00:00;2023-01-23 23:59:00;" MP";" 1000";" 6";" 6";" 1292";" 7.7";" nicht messbar";" 60518";" nicht messbar";" nicht messbar";" 1.5";" 678";" 212"
"465";32113;2023-01-24;" 00:00:00";" ja";22447;" Montabaur, GKA";" nein";" 152";" 76";" 228";" 215";2023-01-23 00:00:00;2023-01-23 23:45:00;" NA";" 1000";" 7";" 98";" 667";" 7.14";" 15.9";" 15490";" 0";" 1";" 2";" 38";" NA"
"466";32114;2023-01-22;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 27.5";" 17";" 38";" 310";2023-01-22 18:00:00;2023-01-23 18:00:00;" MP";" 2000";" 20";" 22";" nicht messbar";" 7";" nicht messbar";" 312684";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" 280"
"467";32115;2023-01-24;" 08:00:00";" ja";19985;" Andernach";" ja";" 110";" 50";" 170";" 82.7";2023-01-23 08:00:00;2023-01-24 08:00:00;" MP";" 1000";" 12";" 12.3";" 1818";" 8.1";" nicht messbar";" 11519";" 0";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"468";32116;2023-01-24;" 00:00:00";" ja";23128;" Speyer";" ja";" 277";" 167";" 387";" 151";2023-01-23 00:00:00;2023-01-24 00:00:00;" MP";" 1000";" 4";" 13.1";" 1200";" 7.61";" 36.2";" 20112";" nicht messbar";" 0";" nicht messbar";" 402";" nicht messbar"
"469";32117;2023-01-24;" 00:00:00";" ja";22449;" Worms";" ja";" 242.5";" 146";" 339";" 672";2023-01-23 08:00:00;2023-01-24 08:00:00;" MP";" 1000";" 12";" 11.8";" 1130";" 8";" 29.1";" 36660";" 0";" 0";" nicht messbar";" 559";" nicht messbar"
"470";32118;2023-01-24;" 08:07:00";" ja";22430;" Kaiserslautern";" ja";" 273.5";" 181";" 366";" 619";2023-01-23 00:00:00;2023-01-23 23:59:00;" MP";" 1000";" 5";" 11.7";" 751";" 7.59";" 22.5";" 65609";" 2";" 0";" nicht messbar";" 298";" 75.71"
"471";32119;2023-01-24;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 354.5";" 173";" 536";" 269";2023-01-23 00:00:00;2023-01-24 00:00:00;" MP";" 1000";" 12";" 10.2";" 2000";" 7.8";" nicht messbar";" 11730";" nicht messbar";" 2";" nicht messbar";" nicht messbar";" nicht messbar"
"472";32120;2023-01-24;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 326";" 158";" 494";" 199";2023-01-23 00:00:00;2023-01-24 00:00:00;" MP";" 2000";" 8";" 10.1";" 1013";" 8.9";" nicht messbar";" 5420";" 2";" 1";" 2";" nicht messbar";" nicht messbar"
"473";32121;2023-01-23;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 184.5";" 93";" 276";" 121";2023-01-23 00:00:00;2023-01-24 00:00:00;" MP";" 1000";" 8";" 12.1";" 1081";" 7.95";" 19.5";" 17825";" 5";" 0";" nicht messbar";" 425";" 180"
"474";32228;2023-01-25;" 00:00:00";" ja";22425;" Germersheim";" ja";" 384";" 217";" 551";" 197";2023-01-25 00:00:00;2023-01-26 00:00:00;" MP";" 100";" 24";" 13.6";" 110.78";" 8.06";" 79.8";" 5725";" 0";" 0";" -0.3";" 604";" nicht messbar"
"475";32229;2023-01-26;" 08:00:00";" ja";22430;" Kaiserslautern";" ja";" 162.5";" 81";" 244";" 388";2023-01-25 00:00:00;2023-01-25 23:59:00;" MP";" 1000";" 5";" 11.6";" 776";" 7.62";" 21.3";" 62489";" 0";" 0";" nicht messbar";" 358";" 79.69"
"476";32230;2023-01-26;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 111";" 47";" 175";" 149";2023-01-25 00:00:00;2023-01-25 23:59:00;" MP";" 1000";" 7";" 9.5";" 633";" 7.19";" 16";" 14650";" 0";" 0";" nicht messbar";" 426";" nicht messbar"
"477";32232;2023-01-25;" 00:00:00";" ja";23128;" Speyer";" ja";" 319.5";" 191";" 448";" 152";2023-01-25 00:00:00;2023-01-25 23:59:00;" MP";" 1000";" 4";" 13.3";" 1624";" 7.65";" 48.5";" 15056";" nicht messbar";" 0";" nicht messbar";" 439";" nicht messbar"
"478";32233;2023-01-26;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 279";" 147";" 411";" 347";2023-01-25 00:00:00;2023-01-26 00:00:00;" MP";" 1000";" 12";" 10.3";" 912";" 7.8";" nicht messbar";" 10200";" 0";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"479";32234;2023-01-26;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 177";" 84";" 270";" 43.4";2023-01-25 00:00:00;2023-01-26 00:00:00;" MP";" 2000";" 7";" 10";" 836";" 8.6";" nicht messbar";" 4870";" 0";" 0";" -1";" nicht messbar";" nicht messbar"
"480";32235;2023-01-26;" 00:00:00";" ja";22449;" Worms";" ja";" 290";" 195";" 385";" 292";2023-01-25 08:00:00;2023-01-26 08:00:00;" MP";" 1000";" 12";" 12.3";" 1709";" 8.2";" 48.7";" 20565";" 0";" 0";" nicht messbar";" 807";" nicht messbar"
"481";32236;2023-01-25;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 118";" 41";" 195";" 143";2023-01-25 00:00:00;2023-01-26 00:00:00;" MP";" 1000";" 8";" 10.7";" 841";" 8.05";" 22.2";" 16641";" 0";" 0";" nicht messbar";" 331";" 160"
"482";32237;2023-01-26;" 08:00:00";" ja";22448;" Trier";" ja";" 189";" 85";" 293";" 221";2023-01-25 08:00:00;2023-01-26 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 956";" 7.5";" nicht messbar";" 25901";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"483";32238;2023-01-25;" 00:00:00";" ja";22431;" Koblenz";" ja";" 217.5";" 146";" 289";" 173";2023-01-25 00:00:00;2023-01-25 23:59:00;" MP";" 1000";" 5";" 14";" 1600";" 7.3";" 39.2";" 24560";" 0";" 0";" 1.4";" 936";" 276"
"484";32239;2023-01-26;" 08:20:00";" ja";22439;" Mainz";" ja";" 291.5";" 175";" 408";" 211";2023-01-25 00:00:00;2023-01-25 23:59:00;" MP";" 1000";" 6";" 6";" 1612";" 7.8";" nicht messbar";" 46566";" nicht messbar";" nicht messbar";" 0.5";" 717";" 222"
"485";32240;2023-01-26;" 08:00:00";" ja";19985;" Andernach";" ja";" 183";" 65";" 301";" 188";2023-01-25 08:00:00;2023-01-26 08:00:00;" MP";" 1000";" 13";" 12.3";" 2138";" 8.2";" nicht messbar";" 9168";" 0";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"486";32243;2023-01-26;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 265.5";" 111";" 420";" 381";2023-01-25 00:00:00;2023-01-26 00:00:00;" MP";" 1000";" 4.5";" 8";" 1.09";" 8.1";" 30.1";" 21500";" 0";" 0";" nicht messbar";" 314";" 124"
"487";32244;2023-01-26;" 08:00:00";" ja";22438;" Landau";" ja";" 218.5";" 89";" 348";" 156";2023-01-25 08:00:00;2023-01-26 08:00:00;" MP";" 1000";" 5";" 12";" nicht messbar";" 7.9";" 27.3";" 14539";" nicht messbar";" nicht messbar";" 2";" 468";" nicht messbar"
"488";32245;2023-01-26;" 00:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 6";" 3";" 9";" 181";NA;NA;" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA"
"489";32322;2023-01-29;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 13.5";" 27";" 0";" 1080";2023-01-29 18:00:00;2023-01-30 18:00:00;" MP";" 2000";" 20";" 20";" nicht messbar";" 7";" nicht messbar";" 265000";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" 330"
"490";32323;2023-01-31;" 07:45:00";" ja";22430;" Kaiserslautern";" ja";" 208.5";" 115";" 302";" 268";2023-01-30 00:00:00;2023-01-30 23:59:00;" MP";" 1000";" 5";" 11.5";" 760";" 7.67";" 22.2";" 60390";" 0";" 0";" nicht messbar";" 268";" 69.61"
"491";32324;2023-01-31;" 08:00:00";" ja";22438;" Landau";" ja";" 307";" 187";" 427";" 236";2023-01-30 08:00:00;2023-01-31 08:00:00;" MP";" 1000";" 4";" 11.3";" nicht messbar";" 7.97";" 35.1";" 14197";" 0";" 0";" 3";" 610";" nicht messbar"
"492";32325;2023-01-31;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 176.5";" 120";" 233";" 246";2023-01-30 00:00:00;2023-01-30 23:59:00;" MP";" 1000";" 7";" 9.6";" 730";" 7.52";" 17";" 13920";" 0";" 2";" nicht messbar";" 279";" nicht messbar"
"493";32326;2023-01-30;" 08:00:00";" ja";19985;" Andernach";" ja";" 147";" 86";" 208";" 165";2023-01-30 08:00:00;2023-01-31 08:00:00;" MP";" 1000";" 13";" 31.1";" 2042";" 8.2";" nicht messbar";" 10794";" 0";" 2";" nicht messbar";" nicht messbar";" nicht messbar"
"494";32327;2023-01-30;" 00:00:00";" ja";23128;" Speyer";" ja";" 343.5";" 214";" 473";" 157";2023-01-30 00:00:00;2023-01-30 23:59:00;" MP";" 1000";" nicht messbar";" 13.7";" 1746";" 7.63";" 62";" 11652";" 0";" 0";" -0.8";" 588";" nicht messbar"
"495";32328;2023-01-30;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 170.5";" 83";" 258";" 576";2023-01-30 00:00:00;2023-01-30 23:59:00;" MP";" 1000";" 8";" 9.71";" 1368";" 7.72";" 23.6";" 16001";" 0";" 2";" nicht messbar";" 556";" 211"
"496";32330;2023-01-31;" 08:00:00";" ja";22448;" Trier";" ja";" 250";" 142";" 358";" 160";2023-01-30 08:00:00;2023-01-31 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 1226";" 7.4";" nicht messbar";" 25785";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"497";32331;2023-01-30;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 282";" 165";" 399";" 373";2023-01-30 00:00:00;2023-01-30 23:59:00;" MP";" 1000";" 4.5";" 12.9";" 1.09";" 8.09";" 35.4";" 18450";" 0";" 0";" nicht messbar";" 659";" 140"
"498";32332;2023-01-30;" 00:00:00";" ja";22425;" Germersheim";" ja";" 540";" 332";" 748";" 94.7";2023-01-30 00:00:00;2023-01-30 23:59:00;" MP";" 100";" 24";" 13.6";" 130.87";" 8.08";" 54.8";" 5393";" 0";" 0";" -0.8";" 644";" nicht messbar"
"499";32333;2023-01-30;" 00:00:00";" ja";22431;" Koblenz";" ja";" 226";" 203";" 249";" 164";2023-01-30 00:00:00;2023-01-30 23:59:00;" MP";" 1000";" 5";" 12.9";" 1000";" 7.5";" 46.8";" 24172";" 0";" 0";" 5";" 710";" 195"
"500";32334;2023-01-31;" 00:00:00";" ja";22439;" Mainz";" ja";" 317.5";" 232";" 403";" 241";2023-01-30 00:00:00;2023-01-30 23:59:00;" MP";" 1000";" 6";" 6";" 1851";" 7.9";" nicht messbar";" 44390";" nicht messbar";" nicht messbar";" 3.2";" 707";" 234"
"501";32335;2023-01-30;" 00:00:00";" ja";22449;" Worms";" ja";" 317";" 247";" 387";" 305";2023-01-30 08:00:00;2023-01-31 08:00:00;" MP";" 1000";" 12";" 12.5";" 1683";" 8.1";" 55.6";" 20682";" 0";" 0";" 2";" 925";" nicht messbar"
"502";32336;2023-01-31;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" nein";" 227.5";" 144";" 311";" 397";2023-01-30 00:00:00;2023-01-31 00:00:00;" NA";" 1000";" 12";" 9.7";" 1175";" 7.8";" nicht messbar";" 9540";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"503";32337;2023-01-31;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 264.5";" 197";" 332";" 282";2023-01-30 00:00:00;2023-01-31 00:00:00;" MP";" 2000";" 10";" 9.7";" 705";" 8.8";" nicht messbar";" 4440";" 0";" 0";" 0";" nicht messbar";" nicht messbar"
"504";32347;2023-01-31;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 32.5";" 11";" 54";" 184";2023-01-31 18:00:00;2023-02-01 18:00:00;" MP";" 2000";" 20";" 22";" nicht messbar";" 7";" nicht messbar";" 270357";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" 310"
"505";32349;2023-02-02;" 08:10:00";" ja";22430;" Kaiserslautern";" ja";" 202";" 87";" 317";" 473";2023-02-02 00:00:00;2023-02-02 23:59:00;" MP";" 1000";" 5";" 11.6";" 784";" 7.69";" 18.86";" 67076";" 0";" 0";" nicht messbar";" 135";" 40.98"
"506";32350;2023-02-01;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 141";" 64";" 218";" 113";2023-02-01 00:00:00;2023-02-01 23:59:00;" MP";" 1000";" 8";" 9.47";" 775";" 7.96";" 22.9";" 17389";" 2";" 1";" nicht messbar";" 416";" 174"
"507";32352;2023-02-01;" 00:00:00";" ja";22431;" Koblenz";" ja";" 293";" 198";" 388";" 198";2023-02-01 00:00:00;2023-02-01 23:59:00;" MP";" 1000";" 5";" 12.7";" 1300";" 8";" 35.4";" 33380";" 3";" 1";" 6.9";" 779";" 192"
"508";32353;2023-02-02;" 07:30:00";" ja";22439;" Mainz";" ja";" 619.5";" 539";" 700";" 369";2023-02-01 00:00:00;2023-02-01 23:59:00;" MP";" 1000";" 6";" 6";" 1292";" 7.8";" nicht messbar";" 82125";" nicht messbar";" nicht messbar";" 5.2";" 597";" 201"
"509";32354;2023-02-02;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 169.5";" 89";" 250";" 194";2023-02-01 00:00:00;2023-02-02 00:00:00;" MP";" 1000";" 12";" 8.5";" 923";" 7.9";" nicht messbar";" 20670";" 2";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"510";32355;2023-02-02;" 08:00:00";" ja";19985;" Andernach";" ja";" 223";" 105";" 341";" 86.8";2023-02-01 08:00:00;2023-02-02 08:00:00;" MP";" 1000";" 10";" 11.3";" 1908";" 8.2";" nicht messbar";" 11679";" 3";" 2";" nicht messbar";" nicht messbar";" nicht messbar"
"511";32356;2023-02-01;" 00:00:00";" ja";23128;" Speyer";" ja";" 495";" 239";" 751";" 148";2023-02-01 00:00:00;2023-02-01 23:59:00;" MP";" 1000";" 3";" 13.8";" 1838";" 7.63";" 83";" 12200";" nicht messbar";" 0";" nicht messbar";" 639";" nicht messbar"
"512";32357;2023-02-01;" 00:00:00";" ja";22425;" Germersheim";" ja";" 832.5";" 475";" 1190";" 106";2023-02-01 00:00:00;2023-02-01 23:59:00;" MP";" 100";" 24";" 13.5";" 111.78";" 8.04";" 52.8";" 6086";" 0";" 0";" 3.7";" 595";" nicht messbar"
"513";32358;2023-02-02;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 398";" 190";" 606";" 362";2023-02-01 00:00:00;2023-02-02 00:00:00;" MP";" 2000";" 9";" 9.5";" 694";" 8.9";" nicht messbar";" 7530";" 0";" 0";" 4";" nicht messbar";" nicht messbar"
"514";32368;2023-02-02;" 08:00:00";" ja";22449;" Worms";" ja";" 462";" 243";" 681";" 142";2023-02-01 08:00:00;2023-02-02 08:00:00;" MP";" 1000";" 12";" 12.4";" 1401";" 7.9";" 39.6";" 29631";" 3";" 0";" nicht messbar";" 870";" nicht messbar"
"515";32369;2023-02-02;" 08:00:00";" ja";22448;" Trier";" ja";" 270";" 174";" 366";" 211";2023-02-01 08:00:00;2023-02-02 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 1086";" 7.4";" nicht messbar";" 27361";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"516";32370;2023-02-01;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 543.5";" 276";" 811";" 518";2023-02-01 00:00:00;2023-02-01 23:59:00;" MP";" 1000";" 4.5";" 13.5";" 1.06";" 7.72";" 29.5";" 23020";" 0";" 0";" nicht messbar";" 642";" 134"
"517";32371;2023-02-02;" 08:00:00";" ja";22438;" Landau";" ja";" 427";" 262";" 592";" 210";2023-02-01 08:00:00;2023-02-02 08:00:00;" MP";" 1000";" 5";" 11.3";" nicht messbar";" 8.2";" 41.4";" 14690";" 1";" 0";" 7";" 652";" nicht messbar"
"518";32372;2023-02-02;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 166.5";" 71";" 262";" 1233";2023-02-01 00:00:00;2023-02-01 23:59:00;" MP";" 1000";" 7";" 8.9";" 705";" 7.67";" 8.76";" 16940";" 5";" 3";" nicht messbar";" 187";" nicht messbar"
"519";32425;2023-02-07;" 08:00:00";" ja";22430;" Kaiserslautern";" ja";" 102";" 36";" 168";" 238";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 1000";" 5";" 11.4";" 747";" 7.67";" 20.96";" 54490";" 3";" 0";" nicht messbar";" 174";" 53.9"
"520";32426;2023-02-06;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 323";" 113";" 533";" 1392";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 2000";" 8";" 9.5";" 662";" 8.7";" nicht messbar";" 4780";" 0";" 0";" -2";" nicht messbar";" nicht messbar"
"521";32427;2023-02-06;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 109";" 46";" 172";" 153";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 1000";" 8";" 9.82";" 1025";" 7.62";" 23.6";" 14531";" 2";" 1";" nicht messbar";" 443";" 182"
"522";32428;2023-02-06;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 91";" 24";" 158";" 188";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 1000";" 12";" 10.1";" 940";" 7.9";" nicht messbar";" 10350";" 3";" 1";" nicht messbar";" nicht messbar";" nicht messbar"
"523";32429;2023-02-06;" 00:00:00";" ja";22449;" Worms";" ja";" 515.5";" 345";" 686";" 311";2023-02-06 08:00:00;2023-02-07 08:00:00;" MP";" 1000";" 12";" 12.4";" 1739";" 7.8";" 46.8";" 20771";" 0";" 0";" 0.7";" 988";" nicht messbar"
"524";32430;2023-02-07;" 08:00:00";" ja";22448;" Trier";" ja";" 288.5";" 140";" 437";" 192";2023-02-06 08:00:00;2023-02-07 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 1100";" 7.3";" nicht messbar";" 21891";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"525";32431;2023-02-07;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 328";" 119";" 537";" 715";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 1000";" 3.5";" 13.1";" 0.98";" 7.81";" 25.4";" 27820";" 3";" nicht messbar";" -1.8";" 496";" 127"
"526";32432;2023-02-06;" 00:00:00";" ja";22425;" Germersheim";" ja";" 287";" 172";" 402";" 404";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 100";" 24";" 11.9";" 103.48";" 7.98";" 35.4";" 10948";" 7";" 0";" 1.5";" 414";" nicht messbar"
"527";32433;2023-02-06;" 00:00:00";" ja";22431;" Koblenz";" ja";" 128.5";" 114";" 143";" 192";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 1000";" 5";" 13.4";" 1600";" 7.9";" 37.9";" 24648";" 4";" 0";" 3.9";" 732";" 199"
"528";32434;2023-02-07;" 08:00:00";" ja";22438;" Landau";" ja";" 334.5";" 111";" 558";" 334";2023-02-06 08:00:00;2023-02-07 08:00:00;" MP";" 1000";" 5";" 11.1";" nicht messbar";" 8";" 40.5";" 12114";" nicht messbar";" nicht messbar";" -2";" 1550";" nicht messbar"
"529";32435;2023-02-07;" 08:15:00";" ja";22439;" Mainz";" ja";" 348.5";" 174";" 523";" 376";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 1000";" 6";" 6";" 1595";" 7.9";" nicht messbar";" 40474";" nicht messbar";" nicht messbar";" 3.7";" 693";" 202"
"530";32436;2023-02-07;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 98";" 44";" 152";" 748";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 1000";" 7";" 9.4";" 585";" 7.61";" 11.7";" 16850";" 5";" 0";" nicht messbar";" 230";" nicht messbar"
"531";32437;2023-02-05;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 7.5";" 0";" 15";" 349";2023-02-05 18:00:00;2023-02-06 18:00:00;" MP";" 2000";" 20";" 22";" nicht messbar";" 7";" nicht messbar";" 275300";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" 320"
"532";32438;2023-02-06;" 00:00:00";" ja";23128;" Speyer";" ja";" 367.5";" 188";" 547";" 185";2023-02-06 00:00:00;2023-02-06 23:59:00;" MP";" 1000";" 4";" 12.6";" 1381";" 7.65";" 44";" 1381";" nicht messbar";" 0";" nicht messbar";" 430";" nicht messbar"
"533";32439;2023-02-07;" 00:00:00";" ja";19985;" Andernach";" ja";" 108.5";" 44";" 173";" 77.5";2023-02-06 08:00:00;2023-02-07 08:00:00;" MP";" 1000";" 7";" 12.2";" nicht messbar";" nicht messbar";" nicht messbar";" 9393";" 4";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"534";32466;2023-02-08;" 00:00:00";" ja";22425;" Germersheim";" ja";" 640";" 650";" 630";" 386";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 100";" 24";" 13.2";" 123.47";" 8.24";" 54.1";" 5094";" 0";" 0";" -1.9";" 586";" nicht messbar"
"535";32467;2023-02-09;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 128.5";" 83";" 174";" 187";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 1000";" 7";" 8.8";" 788";" 7.68";" 11.8";" 15540";" 0";" 0";" nicht messbar";" 189";" nicht messbar"
"536";32468;2023-02-07;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 8.5";" 9";" 8";" 163";2023-02-07 18:00:00;2023-02-08 18:00:00;" MP";" 2000";" 20";" 20";" nicht messbar";" 7";" nicht messbar";" 254880";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" 380"
"537";32470;2023-02-09;" 07:55:00";" ja";22430;" Kaiserslautern";" ja";" 267";" 224";" 310";" 274";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 1000";" 5";" 11.3";" 751";" 7.66";" 28.8";" 50981";" 0";" 0";" nicht messbar";" 275";" 83.79"
"538";32471;2023-02-08;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 376.5";" 272";" 481";" 172";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 1000";" 12";" 10.3";" 1000";" 8.1";" nicht messbar";" 7300";" 0";" 0";" -0.5";" nicht messbar";" nicht messbar"
"539";32472;2023-02-09;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 368";" 276";" 460";" 146";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 2000";" 7";" 9.2";" 807";" 8.1";" nicht messbar";" 3760";" 0";" 0";" -6";" nicht messbar";" nicht messbar"
"540";32473;2023-02-09;" 08:00:00";" ja";19985;" Andernach";" ja";" 420.5";" 305";" 536";" 294";2023-02-08 08:00:00;2023-02-09 08:00:00;" MP";" 1000";" 7";" 11.7";" 1987";" 8.2";" nicht messbar";" 9241";" 0";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"541";32474;2023-02-08;" 00:00:00";" ja";22449;" Worms";" ja";" 588";" 493";" 683";" 303";2023-02-08 08:00:00;2023-02-09 08:00:00;" MP";" 1000";" 12";" 12";" 1907";" 8";" 59.5";" 19462";" 0";" 0";" -3.3";" 921";" nicht messbar"
"542";32475;2023-02-09;" 08:00:00";" ja";22448;" Trier";" ja";" 416";" 280";" 552";" 187";2023-02-08 08:00:00;2023-02-09 08:00:00;" MP";" 1000";" 5";" nicht messbar";" 1151";" 7.4";" nicht messbar";" 20901";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"543";32476;2023-02-08;" 00:00:00";" ja";22431;" Koblenz";" ja";" 438.5";" 405";" 472";" 251";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 1000";" 5";" 13.3";" 1500";" 7.8";" 39.4";" 24228";" 0";" 0";" 0.8";" 758";" 214"
"544";32477;2023-02-09;" 08:15:00";" ja";22439;" Mainz";" ja";" 790.5";" 561";" 1020";" 378";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 1000";" 6";" 6";" 1930";" 7.8";" nicht messbar";" 43366";" nicht messbar";" nicht messbar";" nicht messbar";" 820";" 217"
"545";32478;2023-02-08;" 00:00:00";" ja";23128;" Speyer";" ja";" 520";" 399";" 641";" 187";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 1000";" 2";" 13.4";" 2169";" 7.73";" 73";" 11196";" nicht messbar";" 0";" nicht messbar";" 610";" nicht messbar"
"546";32479;2023-02-09;" 07:30:00";" ja";20027;" Bad Kreuznach";" ja";" 1061.5";" 703";" 1420";" 470";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 1000";" 3.5";" 12.2";" 1.14";" 7.92";" 32.7";" 18080";" nicht messbar";" nicht messbar";" -7";" 721";" 184"
"547";32480;2023-02-09;" 08:00:00";" ja";22438;" Landau";" ja";" 1169";" 808";" 1530";" 740";2023-02-08 08:00:00;2023-02-09 08:00:00;" MP";" 1000";" 5";" 11.1";" nicht messbar";" 8.1";" 65.7";" 12584";" nicht messbar";" nicht messbar";" -4.5";" 657";" nicht messbar"
"548";32481;2023-02-08;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 518";" 370";" 666";" 291";2023-02-08 00:00:00;2023-02-08 23:59:00;" MP";" 1000";" 8";" 9.96";" 1053";" 7.93";" 33.3";" 11580";" 0";" 0";" nicht messbar";" 564";" 236"
"549";32601;2023-02-12;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 56.5";" 0";" 113";" 382";2023-02-12 18:00:00;2023-02-13 18:00:00;" MP";" 2000";" 20";" 20";" nicht messbar";" 7";" NA";" 256600";" NA";" NA";" NA";" NA";" 370"
